支付者UIN,使用者UIN,操作者UIN,产品名称,子产品名称,计费模式,交易类型,订单ID,交易ID,关联单据ID,扣费时间,开始使用时间,结束使用时间,资源ID,实例名称,实例类型,配置属性,项目名称,国内国际,地域,可用区,组件类型,组件名称,价格属性,刊例价,优惠后单价,价格单位,用量,用量单位,使用时长,时长单位,原始用量/时长,抵扣用量/时长(含资源包),原价(元),预留实例抵扣原价(元),预留实例抵扣时长,节省计划抵扣金额,节省计划抵扣率,节省计划抵扣原价(元),折扣率,混合折扣率,优惠后总价(元),优惠券支付(元),赠送金支付(元),分成金支付(元),现金支付(元),备注属性,计算规则说明,计费规则,产品编码,子产品编码,组件类型编码,组件编码,账单记录ID,地域编码,可用区编码,优惠对象,优惠类型,优惠内容,账单月
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260806014121993953812	","","2026-08-06 15:03:40","2026-08-06 12:00:00","2026-08-06 12:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","1973.98000000","1000token","1.00000000","小时","-","-","3.94796000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","3.94796000","0.00000000","0.00000000","0.00000000","3.94796000","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2085262107108196357","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260806014122283056492	","","2026-08-06 19:09:35","2026-08-06 16:00:00","2026-08-06 16:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Output","-","0.10000000","0.10000000","元/1000token/小时","1.45500000","1000token","1.00000000","小时","-","-","0.14550000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.14550000","0.00000000","0.00000000","0.00000000","0.14550000","serialId: 233ee7a34b327ee0832df3ba91261834;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_output","2085323972111384583","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260806014122283056492	","","2026-08-06 19:09:35","2026-08-06 16:00:00","2026-08-06 16:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Input","-","0.02000000","0.02000000","元/1000token/小时","897.45600000","1000token","1.00000000","小时","-","-","17.94912000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","17.94912000","0.00000000","0.00000000","0.00000000","17.94912000","serialId: 8254d2055c97fb0e75adf1bdec4d3452;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_input","2085323972111384582","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260806014122283056492	","","2026-08-06 19:09:35","2026-08-06 16:00:00","2026-08-06 16:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","1541.12000000","1000token","1.00000000","小时","-","-","3.08224000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","3.08224000","0.00000000","0.00000000","0.00000000","3.08224000","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2085323972111384581","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260806014122497262652	","","2026-08-06 22:09:30","2026-08-06 19:00:00","2026-08-06 19:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","1033.72800000","1000token","1.00000000","小时","-","-","2.06745600","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","2.06745600","0.00000000","0.00000000","0.00000000","2.06745600","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2085369279444430853","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260806014122139808132	","","2026-08-06 17:09:28","2026-08-06 14:00:00","2026-08-06 14:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Output","-","0.10000000","0.10000000","元/1000token/小时","0.58000000","1000token","1.00000000","小时","-","-","0.05800000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.05800000","0.00000000","0.00000000","0.00000000","0.05800000","serialId: 233ee7a34b327ee0832df3ba91261834;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_output","2085293790453047300","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260824014154012654012	","","2026-08-24 21:09:27","2026-08-24 18:00:00","2026-08-24 18:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","3803.85600000","1000token","1.00000000","小时","-","-","7.60771200","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","7.60771200","0.00000000","0.00000000","0.00000000","7.60771200","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2091877027757039618","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260824014153887636552	","","2026-08-24 19:23:11","2026-08-24 16:00:00","2026-08-24 16:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Output","-","0.10000000","0.10000000","元/1000token/小时","1.20200000","1000token","1.00000000","小时","-","-","0.12020000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.12020000","0.00000000","0.00000000","0.00000000","0.12020000","serialId: 233ee7a34b327ee0832df3ba91261834;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_output","2091850665361555460","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260824014153887636552	","","2026-08-24 19:23:11","2026-08-24 16:00:00","2026-08-24 16:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Input","-","0.02000000","0.02000000","元/1000token/小时","0.10900000","1000token","1.00000000","小时","-","-","0.00218000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00218000","0.00000000","0.00000000","0.00000000","0.00218000","serialId: 8254d2055c97fb0e75adf1bdec4d3452;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_input","2091850665361555459","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260824014153887636552	","","2026-08-24 19:23:11","2026-08-24 16:00:00","2026-08-24 16:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","0.11000000","1000token","1.00000000","小时","-","-","0.00022000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00022000","0.00000000","0.00000000","0.00000000","0.00022000","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2091850665361555458","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260824014153960595752	","","2026-08-24 20:23:07","2026-08-24 17:00:00","2026-08-24 17:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","0.22000000","1000token","1.00000000","小时","-","-","0.00044000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00044000","0.00000000","0.00000000","0.00000000","0.00044000","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2091865731960156162","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260825014155277864162	","","2026-08-25 14:15:46","2026-08-25 11:00:00","2026-08-25 11:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","0.09200000","1000token","1.00000000","小时","-","-","0.00018400","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00018400","0.00000000","0.00000000","0.00000000","0.00018400","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2092135271213711367","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260824014153960595752	","","2026-08-24 20:23:07","2026-08-24 17:00:00","2026-08-24 17:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Input","-","0.02000000","0.02000000","元/1000token/小时","0.21800000","1000token","1.00000000","小时","-","-","0.00436000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00436000","0.00000000","0.00000000","0.00000000","0.00436000","serialId: 8254d2055c97fb0e75adf1bdec4d3452;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_input","2091865731960156163","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260824014153960595752	","","2026-08-24 20:23:07","2026-08-24 17:00:00","2026-08-24 17:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Output","-","0.10000000","0.10000000","元/1000token/小时","1.67400000","1000token","1.00000000","小时","-","-","0.16740000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.16740000","0.00000000","0.00000000","0.00000000","0.16740000","serialId: 233ee7a34b327ee0832df3ba91261834;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_output","2091865731960156164","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260825014155277864162	","","2026-08-25 14:15:46","2026-08-25 11:00:00","2026-08-25 11:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Input","-","0.02000000","0.02000000","元/1000token/小时","0.12700000","1000token","1.00000000","小时","-","-","0.00254000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00254000","0.00000000","0.00000000","0.00000000","0.00254000","serialId: 8254d2055c97fb0e75adf1bdec4d3452;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_input","2092135271213711368","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260825014155277864162	","","2026-08-25 14:15:46","2026-08-25 11:00:00","2026-08-25 11:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Output","-","0.10000000","0.10000000","元/1000token/小时","0.65600000","1000token","1.00000000","小时","-","-","0.06560000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.06560000","0.00000000","0.00000000","0.00000000","0.06560000","serialId: 233ee7a34b327ee0832df3ba91261834;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_output","2092135271213711369","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260824014154012654012	","","2026-08-24 21:09:27","2026-08-24 18:00:00","2026-08-24 18:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Output","-","0.10000000","0.10000000","元/1000token/小时","1.57200000","1000token","1.00000000","小时","-","-","0.15720000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.15720000","0.00000000","0.00000000","0.00000000","0.15720000","serialId: 233ee7a34b327ee0832df3ba91261834;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_output","2091877027757039620","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260824014154012654012	","","2026-08-24 21:09:27","2026-08-24 18:00:00","2026-08-24 18:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Input","-","0.02000000","0.02000000","元/1000token/小时","5806.56500000","1000token","1.00000000","小时","-","-","116.13130000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","116.13130000","0.00000000","0.00000000","0.00000000","116.13130000","serialId: 8254d2055c97fb0e75adf1bdec4d3452;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_input","2091877027757039619","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260810014128910972322	","","2026-08-10 14:09:22","2026-08-10 11:00:00","2026-08-10 11:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Output","-","0.10000000","0.10000000","元/1000token/小时","17.96100000","1000token","1.00000000","小时","-","-","1.79610000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","1.79610000","0.00000000","0.00000000","0.00000000","1.79610000","serialId: 233ee7a34b327ee0832df3ba91261834;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_output","2086698025320726535","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260810014128910972322	","","2026-08-10 14:09:22","2026-08-10 11:00:00","2026-08-10 11:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","2188.28800000","1000token","1.00000000","小时","-","-","4.37657600","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","4.37657600","0.00000000","0.00000000","0.00000000","4.37657600","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2086698025320726533","1","100001","","","","2026-08	"
